mixture_ID,mixture_ref_1,mixture_ref2_1
01lc020t-2_208c0109-0,train/01l/01lc020r-4.wav,train/208/208c010l-8.wav
022o0307-6_027o030a-2,train/022/022o030p-6.wav,train/027/027o030i-2.wav
01qc020v-0_40ac0213-0,train/01q/01qo0313-2.wav,train/40a/40aa0114-0.wav
011c020g-2_40ja0105-0,train/011/011o030o-6.wav,train/40j/40jc021c-0.wav
404a0102-0_01ko0304-6,train/404/404c0205-0.wav,train/01k/01ko0310-2.wav
01ca010j-0_01po031c-0,train/01c/01ca010z-0.wav,train/01p/01po030o-10.wav
40co030k-0_40ic021b-0,train/40c/40co0310-2.wav,train/40i/40ia010d-2.wav
01sc020e-2_012c020y-0,train/01s/01sa010x-0.wav,train/012/012o030r-2.wav
01xc021c-4_20cc010d-0,train/01x/01xo030e-0.wav,train/20c/20co010k-0.wav
40po0310-0_405c021e-0,train/40p/40pa0102-0.wav,train/405/405c0209-4.wav
01ya0105-0_027a0109-0,train/01y/01yc0204-6.wav,train/027/027o030o-8.wav
022o031b-0_20ca0102-0,train/022/022a0105-0.wav,train/20c/20co010n-0.wav
01wo0311-0_205o0103-6,train/01w/01wc020u-0.wav,train/205/205a010z-2.wav
01aa010i-0_40ha0104-0,train/01a/01aa010u-2.wav,train/40h/40ho0319-0.wav
40ka0108-0_206a010e-0,train/40k/40ka0104-0.wav,train/206/206c010e-2.wav
01ro030f-2_403o0311-0,train/01r/01ro030s-0.wav,train/403/403c0211-0.wav
01ac020m-6_01yo030o-2,train/01a/01ao0309-0.wav,train/01y/01yo030a-0.wav
019o030u-0_40dc0206-0,train/019/019o0316-4.wav,train/40d/40do031d-8.wav
01oa010f-0_40ec020v-0,train/01o/01oo031a-0.wav,train/40e/40ec0215-2.wav
40fa010e-0_021o030v-0,train/40f/40fo030f-2.wav,train/021/021o0312-0.wav
40hc021c-0_01lo030f-0,train/40h/40ha0105-0.wav,train/01l/01lc020l-0.wav
40ea0113-0_40jc020k-0,train/40e/40eo0319-0.wav,train/40j/40jo030f-2.wav
01ec020v-0_01mo030v-6,train/01e/01ec021d-0.wav,train/01m/01mc0216-0.wav
01to031b-4_403a010p-0,train/01t/01tc021f-0.wav,train/403/403c0213-0.wav
40lc020v-2_20qo010j-2,train/40l/40la0103-0.wav,train/20q/20qo010b-4.wav
01lo030d-0_20do010o-4,train/01l/01lo0310-10.wav,train/20d/20da0102-0.wav
025o0305-0_01va010y-0,train/025/025c0206-0.wav,train/01v/01va0107-0.wav
01wo030a-2_01tc0201-2,train/01w/01wc020i-0.wav,train/01t/01tc0212-6.wav
40io031d-6_02ea010e-0,train/40i/40io0309-0.wav,train/02e/02eo030m-6.wav
01rc020n-0_01bo0318-2,train/01r/01rc020r-2.wav,train/01b/01bo030y-4.wav
015o030l-6_20ja010w-0,train/015/015a010x-0.wav,train/20j/20ja010u-0.wav
01co030b-10_020o031a-4,train/01c/01cc0211-4.wav,train/020/020o0319-4.wav
20to0107-0_027a010g-2,train/20t/20to010o-4.wav,train/027/027o0303-0.wav
20la010h-0_01yo030e-2,train/20l/20la010i-2.wav,train/01y/01yc0204-2.wav
20po0101-6_01ca0108-0,train/20p/20po0107-6.wav,train/01c/01co030t-8.wav
01jo031b-4_205a010w-6,train/01j/01jo030z-2.wav,train/205/205o0108-0.wav
20fa010w-0_02eo0312-10,train/20f/20fa010e-0.wav,train/02e/02ec020s-0.wav
40mo030j-2_01mo0309-2,train/40m/40mo0315-2.wav,train/01m/01mc0215-0.wav
20na010p-0_02eo030m-4,train/20n/20no010q-10.wav,train/02e/02ea010m-0.wav
01ro030y-4_01oo030d-0,train/01r/01rc020x-0.wav,train/01o/01oo030j-8.wav
40pa0105-0_027c0216-0,train/40p/40po030n-0.wav,train/027/027c020s-2.wav
01wo0303-0_20to010c-0,train/01w/01wo030m-2.wav,train/20t/20ta010q-0.wav
01oc0212-0_40po0307-2,train/01o/01oa0109-0.wav,train/40p/40po030f-0.wav
40ka0114-0_01ya010c-0,train/40k/40kc020h-4.wav,train/01y/01yo0308-0.wav
01ac0201-0_20bo010g-6,train/01a/01ao031a-2.wav,train/20b/20bo0107-0.wav
01cc0204-8_02cc0214-0,train/01c/01co0302-2.wav,train/02c/02co031c-2.wav
204a0107-0_20io010m-0,train/204/204a0104-0.wav,train/20i/20io010h-6.wav
020c0201-0_02cc020w-2,train/020/020c020s-2.wav,train/02c/02co031d-2.wav
017o031c-4_01ta010h-0,train/017/017o0313-0.wav,train/01t/01to030p-6.wav
40la0106-2_01to0302-8,train/40l/40lo0316-0.wav,train/01t/01tc0208-4.wav
023c020k-4_206o0101-6,train/023/023a010b-0.wav,train/206/206a010h-0.wav
01to0313-2_01go030x-10,train/01t/01tc020s-2.wav,train/01g/01go030k-4.wav
403o030n-2_20cc010p-2,train/403/403c020f-4.wav,train/20c/20cc0101-0.wav
40lc020y-2_028a010r-0,train/40l/40lc020w-4.wav,train/028/028o030k-0.wav
01ua010c-0_01nc0201-26,train/01u/01uc020u-4.wav,train/01n/01nc020q-0.wav
20to010j-2_40gc020g-4,train/20t/20to010l-0.wav,train/40g/40go030v-0.wav
406c020a-0_01bc0202-4,train/406/406o030d-4.wav,train/01b/01bo030c-0.wav
403o0308-4_01ga0105-0,train/403/403o030n-2.wav,train/01g/01go031a-0.wav
40eo030x-0_407c020u-0,train/40e/40ec021g-2.wav,train/407/407c020n-0.wav
405a010f-0_01wo030d-0,train/405/405a0106-0.wav,train/01w/01wc020e-4.wav
011c020b-2_01nc0201-8,train/011/011c020g-0.wav,train/01n/01nc0208-10.wav
011c020y-0_01po030o-4,train/011/011c020o-0.wav,train/01p/01pc0213-2.wav
01vo031b-2_02cc0210-2,train/01v/01vc020d-0.wav,train/02c/02co0305-2.wav
40io030x-0_208a010o-0,train/40i/40io030y-0.wav,train/208/208o0109-6.wav
40cc020i-2_01ko030q-4,train/40c/40co030x-0.wav,train/01k/01kc0217-0.wav
20la0105-0_40ia010s-0,train/20l/20lo010n-2.wav,train/40i/40io030r-2.wav
01uc0215-0_01na0110-4,train/01u/01uo0316-0.wav,train/01n/01nc020e-4.wav
01lc020t-4_01jc020i-2,train/01l/01lo030n-0.wav,train/01j/01jc0202-0.wav
01uc020c-0_02ca010z-0,train/01u/01uc021b-0.wav,train/02c/02co030u-2.wav
024o030j-4_01zo030q-4,train/024/024o030b-2.wav,train/01z/01zc020v-6.wav
012c0202-0_20pa0107-0,train/012/012c0217-0.wav,train/20p/20pa0110-0.wav
40pc020k-0_01ko0314-0,train/40p/40pc021f-0.wav,train/01k/01ko030p-4.wav
40lo030d-8_01dc020h-6,train/40l/40lo030c-4.wav,train/01d/01da010m-0.wav
40ba010r-2_02do0301-8,train/40b/40bo030d-6.wav,train/02d/02do0302-6.wav
01oa010v-2_02bc021a-0,train/01o/01oa010c-0.wav,train/02b/02bc0218-0.wav
40fc0219-2_40ka0104-0,train/40f/40fo031d-2.wav,train/40k/40ko030l-4.wav
01bo0316-2_20go0104-2,train/01b/01bo031a-0.wav,train/20g/20go010n-2.wav
40ga0113-2_206o010h-4,train/40g/40go031d-2.wav,train/206/206o0102-4.wav
025c0203-0_409o030z-0,train/025/025c020j-0.wav,train/409/409c020q-0.wav
405c0209-4_40la0101-0,train/405/405c020d-0.wav,train/40l/40lo0316-0.wav
014a010c-0_01na0109-2,train/014/014o0311-2.wav,train/01n/01nc0208-4.wav
01tc020i-0_01lo030i-4,train/01t/01to031f-10.wav,train/01l/01la010g-2.wav
20fo0104-8_029c021b-0,train/20f/20fo010b-0.wav,train/029/029c020n-4.wav
02ec020d-6_20ro0103-4,train/02e/02eo031f-2.wav,train/20r/20rc010g-2.wav
01go0307-2_018c0215-0,train/01g/01go030m-6.wav,train/018/018c0219-2.wav
022o031b-2_019c0217-0,train/022/022c020e-0.wav,train/019/019o031b-0.wav
023c0209-8_40mc020t-0,train/023/023o0312-2.wav,train/40m/40mc020d-0.wav
40bo0306-0_40ho030h-4,train/40b/40ba010u-2.wav,train/40h/40hc0202-0.wav
01jo030v-2_01fo0307-2,train/01j/01jo030a-6.wav,train/01f/01fa0112-0.wav
01da010g-2_01ac020b-0,train/01d/01do030i-2.wav,train/01a/01ac020n-0.wav
40bc020y-0_018a0109-0,train/40b/40bo0303-2.wav,train/018/018a010f-0.wav
01ca0110-2_027o030t-6,train/01c/01co0309-2.wav,train/027/027c0214-6.wav
01za0103-0_40nc0212-0,train/01z/01zc020x-0.wav,train/40n/40no030k-4.wav
405a0107-0_40pa0108-2,train/405/405o0305-2.wav,train/40p/40po0319-0.wav
02ba010i-0_02ao030n-2,train/02b/02bo030w-0.wav,train/02a/02ao030w-4.wav
40mo0306-0_01uc0212-2,train/40m/40ma010k-0.wav,train/01u/01uc0213-6.wav
20ka010d-4_409o030s-0,train/20k/20kc0101-2.wav,train/409/409c0203-0.wav
01dc0202-4_013o030g-0,train/01d/01dc0201-0.wav,train/013/013c020z-0.wav
20bc010e-2_01mo030b-0,train/20b/20bo010l-10.wav,train/01m/01ma010o-0.wav
016c020k-2_01po030f-4,train/016/016o030f-2.wav,train/01p/01pa010q-0.wav
406o0310-2_20hc010f-2,train/406/406c0209-0.wav,train/20h/20ha010r-2.wav
028o030a-2_40no0314-2,train/028/028a0112-2.wav,train/40n/40no030x-2.wav
20ha010b-0_01cc020t-2,train/20h/20ho010i-4.wav,train/01c/01ca010q-0.wav
01lo030v-2_01cc0211-2,train/01l/01lo0319-2.wav,train/01c/01co0312-2.wav
01jo030q-0_01cc0218-2,train/01j/01jc020i-6.wav,train/01c/01co031a-0.wav
01wc020l-0_20da010g-0,train/01w/01wo0308-4.wav,train/20d/20do010d-6.wav
01ta0113-2_209c010e-0,train/01t/01to0317-2.wav,train/209/209o010h-6.wav
20to010a-0_01xo0313-4,train/20t/20ta010u-0.wav,train/01x/01xc020r-2.wav
01bo0316-0_40no0302-6,train/01b/01bc0209-0.wav,train/40n/40no030p-0.wav
40jo031a-0_20fc010e-4,train/40j/40jo0302-2.wav,train/20f/20fo0103-2.wav
01uc020s-4_01rc0215-0,train/01u/01ua010h-2.wav,train/01r/01ro030y-2.wav
01no0309-0_40ca010k-0,train/01n/01nc020m-0.wav,train/40c/40co030j-2.wav
40ac0203-0_40do030x-0,train/40a/40ao030g-0.wav,train/40d/40do030i-0.wav
20ao0106-2_01lc0207-2,train/20a/20ac0106-6.wav,train/01l/01lo0307-4.wav
01jc020y-0_01xo031c-4,train/01j/01ja0105-0.wav,train/01x/01xc0212-0.wav
01jo0306-0_205o010k-0,train/01j/01jo030s-6.wav,train/205/205c010a-10.wav
01ka0108-0_20mo010g-0,train/01k/01kc0211-0.wav,train/20m/20mc010k-4.wav
20go010d-4_011c020w-0,train/20g/20go010f-2.wav,train/011/011o0305-10.wav
016o0309-0_01so031a-0,train/016/016c020f-0.wav,train/01s/01sc0201-6.wav
40kc020h-4_40ca0112-0,train/40k/40ko0309-6.wav,train/40c/40cc020y-0.wav
20uo010h-2_20pc0104-2,train/20u/20ua0114-0.wav,train/20p/20pc0106-6.wav
401c0202-0_01po030c-2,train/401/401c0213-2.wav,train/01p/01pc0203-0.wav
01eo031e-0_027c0210-8,train/01e/01ea010p-0.wav,train/027/027c020p-0.wav
403a0112-0_02cc020j-0,train/403/403o0306-4.wav,train/02c/02cc0218-0.wav
011c0214-2_40lc0206-6,train/011/011c020f-2.wav,train/40l/40lo0316-4.wav
40pc0215-0_021o030x-2,train/40p/40po031d-10.wav,train/021/021o031c-0.wav
01ua010w-0_01ao0309-2,train/01u/01ua010w-2.wav,train/01a/01ao0310-4.wav
018o0304-10_021c020q-6,train/018/018o0303-6.wav,train/021/021a0106-2.wav
405o0318-0_205a010r-4,train/405/405c0211-0.wav,train/205/205c0101-0.wav
20pa010q-2_025o0318-4,train/20p/20pa010a-0.wav,train/025/025c0214-0.wav
02ec0212-2_01ic020l-2,train/02e/02ec0211-0.wav,train/01i/01io030i-0.wav
20ho0109-2_40lc0217-0,train/20h/20ha010s-2.wav,train/40l/40lo0310-10.wav
016c021e-0_02bc0217-0,train/016/016o030c-0.wav,train/02b/02bc021e-2.wav
019c0204-0_01oa010s-0,train/019/019o030s-0.wav,train/01o/01oo030c-4.wav
01ba0107-0_20ja0101-0,train/01b/01bo030l-6.wav,train/20j/20ja010v-0.wav
01na0111-2_407c021b-0,train/01n/01nc020x-2.wav,train/407/407o0301-2.wav
01nc0213-4_40ko030d-0,train/01n/01nc0210-0.wav,train/40k/40ka010v-2.wav
027c021h-0_40dc021f-2,train/027/027a010g-2.wav,train/40d/40do030d-0.wav
205o0106-0_209o010c-2,train/205/205a010p-2.wav,train/209/209c0102-2.wav
025o030m-6_20qo010o-0,train/025/025c0206-0.wav,train/20q/20qo0107-2.wav
020a010a-0_40jo030p-0,train/020/020o030a-2.wav,train/40j/40jc020g-0.wav
02ec020u-0_01oo030h-0,train/02e/02ea0105-2.wav,train/01o/01oo030t-0.wav
20po010n-2_404c020m-0,train/20p/20po0107-2.wav,train/404/404a010u-0.wav
20qa010r-0_024o0301-4,train/20q/20qo010l-4.wav,train/024/024o030c-0.wav
024c020v-0_01bc0208-4,train/024/024c0213-4.wav,train/01b/01bo030m-2.wav
40pa0107-0_20qc010k-0,train/40p/40po0317-0.wav,train/20q/20qa0108-0.wav
01qa010l-0_017c0218-0,train/01q/01qo0318-2.wav,train/017/017c020p-0.wav
407a010q-0_026c0208-0,train/407/407a010m-0.wav,train/026/026a0106-2.wav
023o0305-8_011c0217-0,train/023/023a010j-0.wav,train/011/011c020o-2.wav
20ha0107-0_20ra0114-0,train/20h/20ha010p-0.wav,train/20r/20ro0108-8.wav
40aa0106-0_02ao0319-2,train/40a/40ac0206-0.wav,train/02a/02ao0310-0.wav
01na0112-0_025o0305-2,train/01n/01nc0202-18.wav,train/025/025o0303-6.wav
01nc020g-4_20na010g-0,train/01n/01no030c-2.wav,train/20n/20no010f-4.wav
015c020k-0_20fo010e-0,train/015/015a0104-0.wav,train/20f/20fa010p-0.wav
01bo0308-12_02eo0313-2,train/01b/01bo030a-8.wav,train/02e/02eo030u-2.wav
01eo0316-2_017o0318-0,train/01e/01eo030d-4.wav,train/017/017o0319-2.wav
022a010u-0_01io030c-2,train/022/022a0101-0.wav,train/01i/01io0301-0.wav
01ya010d-0_01kc0205-2,train/01y/01yc020b-0.wav,train/01k/01ko030y-0.wav
20oa0109-0_01qc0208-4,train/20o/20oa010n-2.wav,train/01q/01qo030h-2.wav
01qc020c-4_01so031a-0,train/01q/01qc0219-0.wav,train/01s/01so0309-2.wav
01ko030b-2_028o031c-0,train/01k/01ko0313-2.wav,train/028/028a010n-2.wav
01eo031a-2_206a0107-0,train/01e/01eo030u-0.wav,train/206/206a0114-0.wav
40gc020y-0_407c0201-0,train/40g/40gc020z-4.wav,train/407/407c020e-0.wav
40no0303-8_01xo030u-2,train/40n/40no0309-2.wav,train/01x/01xc020q-0.wav
02ec020d-6_022o030a-2,train/02e/02ea0110-0.wav,train/022/022a010g-0.wav
404c020l-0_20ro010k-2,train/404/404a0106-0.wav,train/20r/20rc010i-2.wav
205a010w-2_01wo030d-2,train/205/205a0102-2.wav,train/01w/01wo031c-4.wav
20ga0101-0_013a010p-0,train/20g/20gc010g-0.wav,train/013/013o030z-4.wav
025o030s-0_01xo0305-4,train/025/025o030u-8.wav,train/01x/01xa0105-0.wav
207a010y-2_01vo031b-6,train/207/207a010g-0.wav,train/01v/01vo030w-0.wav
01lc021e-2_40pa0105-2,train/01l/01lc020w-2.wav,train/40p/40pc020j-4.wav
01mo030j-0_01oo030c-4,train/01m/01ma010i-0.wav,train/01o/01oa0103-0.wav
40go030t-4_20qo0108-2,train/40g/40go0313-2.wav,train/20q/20qo010h-2.wav
01wo030k-4_01ja010d-0,train/01w/01wa010q-0.wav,train/01j/01jc0216-0.wav
02bo030d-8_40go0304-0,train/02b/02bo030i-8.wav,train/40g/40go030d-2.wav
01wc0201-2_40ao0312-0,train/01w/01wo030f-4.wav,train/40a/40ao0315-4.wav
020o031e-0_017a010r-0,train/020/020o030x-0.wav,train/017/017o0319-2.wav
40cc0219-2_40ha0106-0,train/40c/40ca010z-0.wav,train/40h/40hc020g-0.wav
01bo030e-6_40jo030c-0,train/01b/01bo030s-4.wav,train/40j/40jc020p-2.wav
02ec021e-8_40cc0205-2,train/02e/02ec020n-4.wav,train/40c/40co0307-2.wav
022c0219-0_40ha0109-0,train/022/022o030b-6.wav,train/40h/40ho030x-0.wav
01jc0211-0_207a0112-2,train/01j/01jo030e-0.wav,train/207/207a010g-2.wav
401o030h-0_019a0109-0,train/401/401c020v-2.wav,train/019/019a010r-0.wav
02cc020x-0_20do0101-12,train/02c/02cc020j-0.wav,train/20d/20da0114-0.wav
01bo030q-8_20ka010x-0,train/01b/01bo0313-2.wav,train/20k/20kc010a-2.wav
40oa010m-0_20ko010p-8,train/40o/40oo0316-0.wav,train/20k/20ko010b-8.wav
209c0102-2_20pa0107-0,train/209/209o010e-2.wav,train/20p/20po010l-0.wav
026o0310-0_023c0209-6,train/026/026o0305-0.wav,train/023/023c0209-8.wav
017o0317-0_018a010f-0,train/017/017c020w-0.wav,train/018/018o031a-2.wav
20oc010a-0_405o0319-2,train/20o/20oa010c-0.wav,train/405/405o0318-0.wav
40go0312-0_011o0301-0,train/40g/40go030l-4.wav,train/011/011o0309-2.wav
206o010k-10_205a010l-2,train/206/206o010a-8.wav,train/205/205c010i-0.wav
01bo030l-2_01ko0306-2,train/01b/01bc021c-2.wav,train/01k/01ko030v-4.wav
021o030h-6_204o010i-0,train/021/021o0304-0.wav,train/204/204c010p-4.wav
01jo030w-2_204c010j-0,train/01j/01jc0212-2.wav,train/204/204o010e-2.wav
01wo030b-4_01qo031f-2,train/01w/01wc020d-0.wav,train/01q/01qo030t-0.wav
01go0313-2_01uc020a-4,train/01g/01go0304-0.wav,train/01u/01uc0216-0.wav
01wo030c-0_409o030d-0,train/01w/01wo0313-6.wav,train/409/409c021d-2.wav
204c0107-0_023c020a-0,train/204/204o010i-6.wav,train/023/023c020d-0.wav
40fo030y-2_40aa010x-0,train/40f/40fc0201-0.wav,train/40a/40aa010t-2.wav
013a010y-0_40ko030b-4,train/013/013o031e-2.wav,train/40k/40ko030o-8.wav
01to031g-2_20lc010f-2,train/01t/01ta0109-0.wav,train/20l/20lo0109-2.wav
01zo0313-2_01uo030l-0,train/01z/01zo030q-4.wav,train/01u/01ua010e-2.wav
407o030r-2_02dc020j-0,train/407/407o0317-4.wav,train/02d/02dc020b-6.wav
01xc020o-0_40ko030i-6,train/01x/01xc0216-0.wav,train/40k/40kc020j-2.wav
02da010m-0_20ro010j-0,train/02d/02do030b-4.wav,train/20r/20ra010w-0.wav
018o030s-0_40aa0108-0,train/018/018c0210-2.wav,train/40a/40ao030i-0.wav
014o0304-6_40no0318-4,train/014/014o0314-4.wav,train/40n/40na010q-0.wav
01xc020r-0_206c0105-0,train/01x/01xc020k-4.wav,train/206/206o0103-2.wav
40lc020k-2_40gc021b-2,train/40l/40lo030y-2.wav,train/40g/40go030t-2.wav
01bo030l-2_20tc0106-0,train/01b/01bc0213-2.wav,train/20t/20tc010g-2.wav
40ho0308-2_01oo031e-0,train/40h/40ho0302-0.wav,train/01o/01oo0318-0.wav
01so030n-2_01ia010a-0,train/01s/01so0305-0.wav,train/01i/01io030y-2.wav
405a0105-0_01wc0208-0,train/405/405c0208-0.wav,train/01w/01wo030k-4.wav
02do0311-0_020o030g-0,train/02d/02dc020h-0.wav,train/020/020o030x-0.wav
206a010f-0_025a0102-2,train/206/206c0106-2.wav,train/025/025o030p-8.wav
024a010o-0_01lc020a-4,train/024/024a010t-0.wav,train/01l/01lo031a-6.wav
20ja010e-2_01fc020v-0,train/20j/20ja0101-0.wav,train/01f/01fc020o-0.wav
20ka0114-4_013a010u-0,train/20k/20ko0109-0.wav,train/013/013o030v-2.wav
20no010i-4_20ac0104-2,train/20n/20no010l-0.wav,train/20a/20ac0106-0.wav
01ua0101-2_014c020w-0,train/01u/01uo030t-10.wav,train/014/014a010t-0.wav
016a0110-0_20rc0103-2,train/016/016a0112-0.wav,train/20r/20ra0109-2.wav
20ja0109-2_01lc0214-6,train/20j/20ja010n-2.wav,train/01l/01lc0204-4.wav
40ja0105-0_40ho030h-2,train/40j/40jo0306-2.wav,train/40h/40ha010r-0.wav
014o0317-0_01pc020o-2,train/014/014c020w-2.wav,train/01p/01po030g-2.wav
019o030u-2_01uc020w-0,train/019/019c0211-0.wav,train/01u/01uo030c-0.wav
401o0313-0_20oo010c-4,train/401/401o0315-6.wav,train/20o/20oc0107-0.wav
01wa0114-2_406o0309-0,train/01w/01wa0105-2.wav,train/406/406o0318-2.wav
40ma010h-4_020a0105-0,train/40m/40mc021a-0.wav,train/020/020c020n-0.wav
025o030n-2_20ao010b-6,train/025/025a010u-2.wav,train/20a/20ao010g-6.wav
401o030y-6_40eo0304-4,train/401/401o030d-6.wav,train/40e/40ea010h-0.wav
014c020c-0_408o030r-0,train/014/014o0314-4.wav,train/408/408c0207-0.wav
020c021b-0_40lc021a-0,train/020/020o030a-0.wav,train/40l/40lo031b-2.wav
025o030y-4_40mc020t-2,train/025/025o0305-8.wav,train/40m/40ma010u-0.wav
20qo0109-0_40co030b-0,train/20q/20qa010g-6.wav,train/40c/40cc020i-0.wav
01vc0215-0_206a0101-0,train/01v/01vo0308-0.wav,train/206/206a010u-0.wav
01qc0213-4_016o030l-0,train/01q/01qo0301-8.wav,train/016/016o0304-4.wav
02cc020q-2_01oo030g-6,train/02c/02cc0207-2.wav,train/01o/01oc020w-0.wav
40ec020b-0_40ac020q-2,train/40e/40ec0208-0.wav,train/40a/40aa010j-0.wav
029a0105-2_015o0311-2,train/029/029o031f-0.wav,train/015/015o0313-0.wav
409c0211-0_20la010g-0,train/409/409o030s-2.wav,train/20l/20lo0105-2.wav
20go010e-0_02cc020n-0,train/20g/20ga0113-0.wav,train/02c/02cc021f-0.wav
403a010a-0_20fc010l-4,train/403/403o0314-8.wav,train/20f/20fo0103-4.wav
02ao0301-0_015o030j-0,train/02a/02aa0109-0.wav,train/015/015c020x-0.wav
20qo0101-2_01aa010d-2,train/20q/20qa010t-0.wav,train/01a/01ac0218-0.wav
406o030i-2_01do030w-0,train/406/406o030u-2.wav,train/01d/01da010z-0.wav
40oo0309-4_40dc0207-0,train/40o/40oo0317-2.wav,train/40d/40dc0210-0.wav
01lc020l-0_024o0304-2,train/01l/01lo030o-0.wav,train/024/024a0112-0.wav
40gc0207-4_207a0107-0,train/40g/40ga010x-0.wav,train/207/207c0108-2.wav
014o0310-4_019a0105-0,train/014/014o0305-4.wav,train/019/019a0107-0.wav
40oc0206-0_025a0106-2,train/40o/40oo031e-2.wav,train/025/025o030k-0.wav
406c020j-2_409o0314-0,train/406/406o030l-0.wav,train/409/409c020g-2.wav
20qo010q-0_01ca0114-0,train/20q/20qo010h-0.wav,train/01c/01co0307-2.wav
20ko010m-6_20no010a-2,train/20k/20ka010q-2.wav,train/20n/20no010b-10.wav
403c0201-2_401o030m-2,train/403/403a010v-0.wav,train/401/401o0315-8.wav
013o0301-6_20da0105-0,train/013/013o030e-0.wav,train/20d/20da0109-0.wav
01cc021b-0_01lo030j-0,train/01c/01cc0203-0.wav,train/01l/01lc0206-4.wav
019o030d-4_40oc0217-0,train/019/019a010q-0.wav,train/40o/40oc0207-6.wav
021o030f-4_02ac0209-0,train/021/021o030n-2.wav,train/02a/02ac0204-0.wav
029o030p-6_405o030f-4,train/029/029o030i-2.wav,train/405/405c0210-0.wav
20do010l-6_020o030p-2,train/20d/20da010d-2.wav,train/020/020c020r-0.wav
027c020k-0_01bc020i-4,train/027/027o0303-2.wav,train/01b/01bo030q-0.wav
20mo010c-2_021o0312-2,train/20m/20ma010n-0.wav,train/021/021c0209-2.wav
403c021e-0_021a0106-0,train/403/403o030b-0.wav,train/021/021c021f-0.wav
01ic0208-4_20ka010p-0,train/01i/01io030o-0.wav,train/20k/20kc010a-8.wav
01vc0214-2_020a0104-0,train/01v/01vc020p-2.wav,train/020/020o030q-0.wav
01xa0114-0_01sc020w-0,train/01x/01xc020c-4.wav,train/01s/01so0318-0.wav
01cc0206-0_01ea010h-0,train/01c/01cc020l-0.wav,train/01e/01eo030y-2.wav
012a010u-0_01ro030c-2,train/012/012a010n-0.wav,train/01r/01ro030u-2.wav
01jo030m-0_40aa0111-0,train/01j/01jc0218-0.wav,train/40a/40ao0303-0.wav
028o0313-4_01sc020x-0,train/028/028o031a-0.wav,train/01s/01sc021a-2.wav
012c020d-0_01dc020d-2,train/012/012a0109-0.wav,train/01d/01do030d-2.wav
20go010n-4_20ic010b-0,train/20g/20go010g-6.wav,train/20i/20ia0105-0.wav
018o030a-2_02eo0305-0,train/018/018o0312-0.wav,train/02e/02ea010r-2.wav
40lc020v-2_409c020g-4,train/40l/40lo030r-4.wav,train/409/409o0304-4.wav
01ao0305-0_024c020u-4,train/01a/01ao030r-6.wav,train/024/024o030n-0.wav
01xa010e-0_20lo0105-4,train/01x/01xo030j-2.wav,train/20l/20lc0107-2.wav
40lo030m-0_022c0209-2,train/40l/40lo0319-2.wav,train/022/022o030s-4.wav
01mo0302-0_407c020n-0,train/01m/01mo0317-0.wav,train/407/407a010k-0.wav
20ka010r-4_01ao0312-2,train/20k/20ka0104-6.wav,train/01a/01aa010r-0.wav
204o010i-4_01po0312-4,train/204/204o010j-4.wav,train/01p/01po030m-6.wav
026c0218-0_01rc0204-4,train/026/026o0303-2.wav,train/01r/01ro030c-6.wav
404c021d-0_40co030a-2,train/404/404o030i-2.wav,train/40c/40co031g-0.wav
011c020q-2_20to010h-0,train/011/011o030t-4.wav,train/20t/20ta0110-0.wav
20ko0106-6_40lc021a-4,train/20k/20kc0102-6.wav,train/40l/40lc020y-4.wav
207a010o-0_20ja010e-0,train/207/207c0101-8.wav,train/20j/20jc0106-4.wav
401c021f-0_028a010j-0,train/401/401c020p-0.wav,train/028/028a0112-0.wav
20qo0105-10_01ac020i-0,train/20q/20qo010k-0.wav,train/01a/01ac0211-0.wav
409o031b-2_401a010q-2,train/409/409o0318-0.wav,train/401/401o0316-2.wav
40do030v-0_208a010s-2,train/40d/40do030w-0.wav,train/208/208o010j-8.wav
20sa010y-2_40ac0208-2,train/20s/20sa010a-0.wav,train/40a/40ao030m-0.wav
023c0201-12_01ec0201-0,train/023/023o030c-0.wav,train/01e/01ea010i-2.wav
01ko0316-0_403c0201-0,train/01k/01kc0219-0.wav,train/403/403o0304-6.wav
406o0319-0_204a0107-0,train/406/406c020h-0.wav,train/204/204c0109-0.wav
01ca010s-0_20ao010k-4,train/01c/01co0318-0.wav,train/20a/20aa0104-0.wav
208c010h-2_40go030f-4,train/208/208o0101-0.wav,train/40g/40gc020a-2.wav
025o030o-2_20eo010l-2,train/025/025o030z-0.wav,train/20e/20ea010m-0.wav
02bo0318-2_40jc020l-0,train/02b/02ba010q-2.wav,train/40j/40ja010n-0.wav
40oo0313-2_20ra010f-0,train/40o/40oo0307-4.wav,train/20r/20ro010b-4.wav
406o0319-2_020a0113-0,train/406/406o030c-0.wav,train/020/020o031e-2.wav
40oo030l-0_40bo030d-0,train/40o/40oc0208-0.wav,train/40b/40bc020b-0.wav
01lo030p-2_20ec010n-0,train/01l/01lc020v-0.wav,train/20e/20eo010n-0.wav
01ec0217-0_02ec020y-0,train/01e/01eo030a-0.wav,train/02e/02eo0308-4.wav
01po030w-0_20ia0104-0,train/01p/01po030f-2.wav,train/20i/20io010e-2.wav
40lc020p-2_20sa0114-0,train/40l/40lo031d-2.wav,train/20s/20so010f-0.wav
401c020f-0_20ea0109-0,train/401/401a010y-2.wav,train/20e/20ec010n-6.wav
